(a + b + c + d )  . (a + b + c + d̄ )  . (a + b + c̄ + d )  . (a + b + c̄ + d̄ )  . (a + b̄ + c + d )  . (a + b̄ + c + d̄ )  . (a + b̄ + c̄ + d )  . (a + b̄ + c̄ + d̄ )  . (ā + b + c + d )  . (ā + b + c + d̄ )  . (ā + b + c̄ + d )  . (ā + b + c̄ + d̄ )  . (ā + b̄ + c + d )  . (ā + b̄ + c + d̄ )  . (ā + b̄ + c̄ + d )  . (ā + b̄ + c̄ + d̄ ), 0, empty, empty
(a + b + c + d )  . (a + b + c + d̄ )  . (a + b + c̄ + d )  . (a + b + c̄ + d̄ )  . (a + b̄ + c + d )  . (a + b̄ + c + d̄ )  . (a + b̄ + c̄ + d )  . (ā + b + c + d )  . (ā + b + c + d̄ )  . (ā + b + c̄ + d )  . (ā + b̄ + c + d̄ )  . (ā + b̄ + c̄ + d̄ ), (d) . (c) . (b) . (ā), d . c . b . ā, empty
(a + b + c + d )  . (a + b + c + d̄ )  . (a + b + c̄ + d )  . (a + b + c̄ + d̄ )  . (a + b̄ + c + d )  . (a + b̄ + c + d̄ )  . (a + b̄ + c̄ + d )  . (ā + b + c + d )  . (ā + b + c + d̄ )  . (ā + b + c̄ + d )  . (ā + b̄ + c + d̄ ), (d) . (c) . (b), d . c . b, empty
(a + b + c + d )  . (a + b + c + d̄ )  . (a + b + c̄ + d )  . (a + b + c̄ + d̄ )  . (a + b̄ + c + d )  . (a + b̄ + c + d̄ )  . (a + b̄ + c̄ + d )  . (ā + b + c + d )  . (ā + b + c + d̄ )  . (ā + b + c̄ + d )  . (ā + b̄ + c + d̄ ), (d) . (c) . (b) . (ā), d . c . b, empty
(a + b + c + d )  . (a + b + c + d̄ )  . (a + b + c̄ + d )  . (a + b + c̄ + d̄ )  . (a + b̄ + c + d )  . (a + b̄ + c + d̄ )  . (a + b̄ + c̄ + d )  . (ā + b + c + d )  . (ā + b + c + d̄ )  . (ā + b + c̄ + d )  . (ā + b̄ + c̄ + d )  . (ā + b̄ + c̄ + d̄ ), (d) . (b) . (a+c) . (ā+c̄), d . b . a+c . ā+c̄, empty
(a + b + c + d )  . (a + b + c + d̄ )  . (a + b + c̄ + d )  . (a + b + c̄ + d̄ )  . (a + b̄ + c + d )  . (a + b̄ + c + d̄ )  . (a + b̄ + c̄ + d )  . (ā + b + c + d )  . (ā + b + c + d̄ )  . (ā + b + c̄ + d )  . (ā + b̄ + c̄ + d ), (d) . (b) . (a+c), d . b . a+c, empty
(a + b + c + d )  . (a + b + c + d̄ )  . (a + b + c̄ + d )  . (a + b + c̄ + d̄ )  . (a + b̄ + c + d )  . (a + b̄ + c + d̄ )  . (a + b̄ + c̄ + d )  . (ā + b + c + d )  . (ā + b + c + d̄ )  . (ā + b + c̄ + d )  . (ā + b̄ + c̄ + d ), (d) . (b) . (a+c) . (ā+c̄), d . b . a+c, empty
(a + b + c + d )  . (a + b + c + d̄ )  . (a + b + c̄ + d )  . (a + b + c̄ + d̄ )  . (a + b̄ + c + d )  . (a + b̄ + c + d̄ )  . (a + b̄ + c̄ + d )  . (ā + b + c + d )  . (ā + b + c + d̄ )  . (ā + b + c̄ + d )  . (ā + b̄ + c̄ + d̄ ), (c+d) . (b) . (a+d) . (a+c) . (ā+c̄+d̄), b . a+d . a+c . ā+c̄+d̄, empty
(a + b + c + d )  . (a + b + c + d̄ )  . (a + b + c̄ + d )  . (a + b + c̄ + d̄ )  . (a + b̄ + c + d )  . (a + b̄ + c + d̄ )  . (a + b̄ + c̄ + d )  . (ā + b + c + d )  . (ā + b + c + d̄ )  . (ā + b + c̄ + d ), (c+d) . (b) . (a+d) . (a+c), b . a+d . a+c, empty
(a + b + c + d )  . (a + b + c + d̄ )  . (a + b + c̄ + d )  . (a + b + c̄ + d̄ )  . (a + b̄ + c + d )  . (a + b̄ + c + d̄ )  . (a + b̄ + c̄ + d )  . (ā + b + c + d )  . (ā + b + c + d̄ )  . (ā + b + c̄ + d ), (c+d) . (b) . (a+d) . (a+c), b . a+d . a+c, empty
(a + b + c + d )  . (a + b + c + d̄ )  . (a + b + c̄ + d )  . (a + b + c̄ + d̄ )  . (a + b̄ + c + d )  . (a + b̄ + c + d̄ )  . (a + b̄ + c̄ + d )  . (ā + b + c + d )  . (ā + b + c + d̄ )  . (ā + b + c̄ + d )  . (ā + b̄ + c̄ + d̄ ), (d) . (b) . (a+c) . (ā+c̄), d . b . a+c . ā+c̄, empty
(a + b + c + d )  . (a + b + c + d̄ )  . (a + b + c̄ + d )  . (a + b + c̄ + d̄ )  . (a + b̄ + c + d )  . (a + b̄ + c + d̄ )  . (a + b̄ + c̄ + d )  . (ā + b + c + d )  . (ā + b + c + d̄ )  . (ā + b + c̄ + d ), (d) . (b) . (a+c), d . b . a+c, empty
(a + b + c + d )  . (a + b + c + d̄ )  . (a + b + c̄ + d )  . (a + b + c̄ + d̄ )  . (a + b̄ + c + d )  . (a + b̄ + c + d̄ )  . (a + b̄ + c̄ + d )  . (ā + b + c + d )  . (ā + b + c + d̄ )  . (ā + b + c̄ + d ), (d) . (b) . (a+c) . (ā+c̄), d . b . a+c, empty
(a + b + c + d )  . (a + b + c + d̄ )  . (a + b + c̄ + d )  . (a + b + c̄ + d̄ )  . (a + b̄ + c + d )  . (a + b̄ + c + d̄ )  . (a + b̄ + c̄ + d )  . (ā + b + c + d )  . (ā + b + c + d̄ )  . (ā + b + c̄ + d )  . (ā + b̄ + c̄ + d )  . (ā + b̄ + c̄ + d̄ ), (d) . (c) . (b) . (ā), d . c . b . ā, empty
(a + b + c + d )  . (a + b + c + d̄ )  . (a + b + c̄ + d )  . (a + b + c̄ + d̄ )  . (a + b̄ + c + d )  . (a + b̄ + c + d̄ )  . (a + b̄ + c̄ + d )  . (ā + b + c + d )  . (ā + b + c + d̄ )  . (ā + b + c̄ + d )  . (ā + b̄ + c̄ + d ), (d) . (c) . (b), d . c . b, empty
(a + b + c + d )  . (a + b + c + d̄ )  . (a + b + c̄ + d )  . (a + b + c̄ + d̄ )  . (a + b̄ + c + d )  . (a + b̄ + c + d̄ )  . (a + b̄ + c̄ + d )  . (ā + b + c + d )  . (ā + b + c + d̄ )  . (ā + b + c̄ + d )  . (ā + b̄ + c̄ + d ), (d) . (c) . (b) . (ā), d . c . b, empty
(a + b + c + d )  . (a + b + c + d̄ )  . (a + b + c̄ + d )  . (a + b + c̄ + d̄ )  . (a + b̄ + c + d )  . (a + b̄ + c + d̄ )  . (a + b̄ + c̄ + d )  . (ā + b + c + d )  . (ā + b + c + d̄ )  . (ā + b + c̄ + d )  . (ā + b̄ + c̄ + d̄ ), (c) . (b) . (a+d) . (ā+d̄), c . b . a+d . ā+d̄, empty
(a + b + c + d )  . (a + b + c + d̄ )  . (a + b + c̄ + d )  . (a + b + c̄ + d̄ )  . (a + b̄ + c + d )  . (a + b̄ + c + d̄ )  . (a + b̄ + c̄ + d )  . (ā + b + c + d )  . (ā + b + c + d̄ )  . (ā + b + c̄ + d ), (c) . (b) . (a+d), c . b . a+d, empty
(a + b + c + d )  . (a + b + c + d̄ )  . (a + b + c̄ + d )  . (a + b + c̄ + d̄ )  . (a + b̄ + c + d )  . (a + b̄ + c + d̄ )  . (a + b̄ + c̄ + d )  . (ā + b + c + d )  . (ā + b + c + d̄ )  . (ā + b + c̄ + d ), (c) . (b) . (a+d) . (ā+d̄), c . b . a+d, empty
(a + b + c + d )  . (a + b + c + d̄ )  . (a + b + c̄ + d )  . (a + b + c̄ + d̄ )  . (a + b̄ + c + d )  . (a + b̄ + c + d̄ )  . (a + b̄ + c̄ + d )  . (ā + b + c + d )  . (ā + b + c + d̄ )  . (ā + b + c̄ + d )  . (ā + b̄ + c̄ + d̄ ), (d) . (c) . (b) . (ā), d . c . b . ā, empty
(a + b + c + d )  . (a + b + c + d̄ )  . (a + b + c̄ + d )  . (a + b + c̄ + d̄ )  . (a + b̄ + c + d )  . (a + b̄ + c + d̄ )  . (a + b̄ + c̄ + d )  . (ā + b + c + d )  . (ā + b + c + d̄ )  . (ā + b + c̄ + d ), (d) . (c) . (b), d . c . b, empty
(a + b + c + d )  . (a + b + c + d̄ )  . (a + b + c̄ + d )  . (a + b + c̄ + d̄ )  . (a + b̄ + c + d )  . (a + b̄ + c + d̄ )  . (a + b̄ + c̄ + d )  . (ā + b + c + d )  . (ā + b + c + d̄ )  . (ā + b + c̄ + d ), (d) . (c) . (b) . (ā), d . c . b, empty
(a + b + c + d )  . (a + b + c + d̄ )  . (a + b + c̄ + d )  . (a + b + c̄ + d̄ )  . (a + b̄ + c + d )  . (a + b̄ + c + d̄ )  . (a + b̄ + c̄ + d )  . (ā + b + c + d )  . (ā + b + c + d̄ )  . (ā + b + c̄ + d̄ )  . (ā + b̄ + c + d )  . (ā + b̄ + c + d̄ )  . (ā + b̄ + c̄ + d )  . (ā + b̄ + c̄ + d̄ ), (c) . (b+d̄) . (b̄+d) . (a+d) . (a+b) . (ā+d̄) . (ā+b̄), empty, empty
(a + b + c + d )  . (a + b + c + d̄ )  . (a + b + c̄ + d )  . (a + b + c̄ + d̄ )  . (a + b̄ + c + d )  . (a + b̄ + c + d̄ )  . (a + b̄ + c̄ + d )  . (ā + b + c + d )  . (ā + b + c + d̄ )  . (ā + b + c̄ + d̄ )  . (ā + b̄ + c + d )  . (ā + b̄ + c + d̄ )  . (ā + b̄ + c̄ + d ), (c) . (b+d̄) . (b̄+d) . (a+d) . (a+b), c . b+d̄ . b̄+d . a+b<br/> IKNF<sub>2</sub>, c . b+d̄ . b̄+d . a+d
(a + b + c + d )  . (a + b + c + d̄ )  . (a + b + c̄ + d )  . (a + b + c̄ + d̄ )  . (a + b̄ + c + d )  . (a + b̄ + c + d̄ )  . (a + b̄ + c̄ + d )  . (ā + b + c + d )  . (ā + b + c + d̄ )  . (ā + b + c̄ + d̄ )  . (ā + b̄ + c + d )  . (ā + b̄ + c + d̄ )  . (ā + b̄ + c̄ + d ), (c) . (b+d̄) . (b̄+d) . (a+d) . (a+b) . (ā+d̄) . (ā+b̄), empty, empty
(a + b + c + d )  . (a + b + c + d̄ )  . (a + b + c̄ + d )  . (a + b + c̄ + d̄ )  . (a + b̄ + c + d )  . (a + b̄ + c + d̄ )  . (a + b̄ + c̄ + d )  . (ā + b + c + d )  . (ā + b + c + d̄ )  . (ā + b + c̄ + d̄ )  . (ā + b̄ + c + d )  . (ā + b̄ + c + d̄ )  . (ā + b̄ + c̄ + d̄ ), (c) . (b+d̄) . (a+d) . (a+b) . (ā+d̄), c . a+d . a+b . ā+d̄<br/> IKNF<sub>2</sub>, c . b+d̄ . a+d . ā+d̄
(a + b + c + d )  . (a + b + c + d̄ )  . (a + b + c̄ + d )  . (a + b + c̄ + d̄ )  . (a + b̄ + c + d )  . (a + b̄ + c + d̄ )  . (a + b̄ + c̄ + d )  . (ā + b + c + d )  . (ā + b + c + d̄ )  . (ā + b + c̄ + d̄ )  . (ā + b̄ + c + d )  . (ā + b̄ + c + d̄ ), (c) . (b+d̄) . (a+d) . (a+b), c . b+d̄ . a+d, empty
(a + b + c + d )  . (a + b + c + d̄ )  . (a + b + c̄ + d )  . (a + b + c̄ + d̄ )  . (a + b̄ + c + d )  . (a + b̄ + c + d̄ )  . (a + b̄ + c̄ + d )  . (ā + b + c + d )  . (ā + b + c + d̄ )  . (ā + b + c̄ + d̄ )  . (ā + b̄ + c + d )  . (ā + b̄ + c + d̄ ), (c) . (b+d̄) . (a+d) . (a+b) . (ā+d̄), c . a+d . a+b . ā+d̄<br/> IKNF<sub>2</sub>, c . b+d̄ . a+d
(a + b + c + d )  . (a + b + c + d̄ )  . (a + b + c̄ + d )  . (a + b + c̄ + d̄ )  . (a + b̄ + c + d )  . (a + b̄ + c + d̄ )  . (a + b̄ + c̄ + d )  . (ā + b + c + d )  . (ā + b + c + d̄ )  . (ā + b + c̄ + d̄ )  . (ā + b̄ + c + d )  . (ā + b̄ + c + d̄ )  . (ā + b̄ + c̄ + d̄ ), (c) . (b+d̄) . (b̄+d) . (a+d) . (a+b) . (ā+d̄) . (ā+b̄), empty, empty
(a + b + c + d )  . (a + b + c + d̄ )  . (a + b + c̄ + d )  . (a + b + c̄ + d̄ )  . (a + b̄ + c + d )  . (a + b̄ + c + d̄ )  . (a + b̄ + c̄ + d )  . (ā + b + c + d )  . (ā + b + c + d̄ )  . (ā + b + c̄ + d̄ )  . (ā + b̄ + c + d )  . (ā + b̄ + c + d̄ ), (c) . (b+d̄) . (b̄+d) . (a+d) . (a+b), c . b+d̄ . a+d<br/> IKNF<sub>2</sub>, c . b+d̄ . b̄+d . a+b
(a + b + c + d )  . (a + b + c + d̄ )  . (a + b + c̄ + d )  . (a + b + c̄ + d̄ )  . (a + b̄ + c + d )  . (a + b̄ + c + d̄ )  . (a + b̄ + c̄ + d )  . (ā + b + c + d )  . (ā + b + c + d̄ )  . (ā + b + c̄ + d̄ )  . (ā + b̄ + c + d )  . (ā + b̄ + c + d̄ ), (c) . (b+d̄) . (b̄+d) . (a+d) . (a+b) . (ā+d̄) . (ā+b̄), empty, empty
(a + b + c + d )  . (a + b + c + d̄ )  . (a + b + c̄ + d )  . (a + b + c̄ + d̄ )  . (a + b̄ + c + d )  . (a + b̄ + c + d̄ )  . (a + b̄ + c̄ + d )  . (ā + b + c + d )  . (ā + b + c + d̄ )  . (ā + b + c̄ + d̄ )  . (ā + b̄ + c + d )  . (ā + b̄ + c̄ + d )  . (ā + b̄ + c̄ + d̄ ), (c+d) . (b+d̄) . (b+c) . (b̄+d) . (a+d) . (a+c) . (a+b) . (ā+c̄+d̄) . (ā+b̄+c̄), empty, empty
(a + b + c + d )  . (a + b + c + d̄ )  . (a + b + c̄ + d )  . (a + b + c̄ + d̄ )  . (a + b̄ + c + d )  . (a + b̄ + c + d̄ )  . (a + b̄ + c̄ + d )  . (ā + b + c + d )  . (ā + b + c + d̄ )  . (ā + b + c̄ + d̄ )  . (ā + b̄ + c + d )  . (ā + b̄ + c̄ + d ), (c+d) . (b+d̄) . (b+c) . (b̄+d) . (a+d) . (a+c) . (a+b), empty, empty
(a + b + c + d )  . (a + b + c + d̄ )  . (a + b + c̄ + d )  . (a + b + c̄ + d̄ )  . (a + b̄ + c + d )  . (a + b̄ + c + d̄ )  . (a + b̄ + c̄ + d )  . (ā + b + c + d )  . (ā + b + c + d̄ )  . (ā + b + c̄ + d̄ )  . (ā + b̄ + c + d )  . (ā + b̄ + c̄ + d ), (c+d) . (b+d̄) . (b+c) . (b̄+d) . (a+d) . (a+c) . (a+b) . (ā+c̄+d̄) . (ā+b̄+c̄), empty, empty
(a + b + c + d )  . (a + b + c + d̄ )  . (a + b + c̄ + d )  . (a + b + c̄ + d̄ )  . (a + b̄ + c + d )  . (a + b̄ + c + d̄ )  . (a + b̄ + c̄ + d )  . (ā + b + c + d )  . (ā + b + c + d̄ )  . (ā + b + c̄ + d̄ )  . (ā + b̄ + c + d )  . (ā + b̄ + c̄ + d̄ ), (c+d) . (b+d̄) . (b+c) . (a+d) . (a+c) . (a+b) . (ā+c̄+d̄), c+d . b+c . a+d . a+c . a+b . ā+c̄+d̄<br/> IKNF<sub>2</sub>, c+d . b+d̄ . a+d . a+c . ā+c̄+d̄
(a + b + c + d )  . (a + b + c + d̄ )  . (a + b + c̄ + d )  . (a + b + c̄ + d̄ )  . (a + b̄ + c + d )  . (a + b̄ + c + d̄ )  . (a + b̄ + c̄ + d )  . (ā + b + c + d )  . (ā + b + c + d̄ )  . (ā + b + c̄ + d̄ )  . (ā + b̄ + c + d ), (c+d) . (b+d̄) . (b+c) . (a+d) . (a+c) . (a+b), c+d . b+d̄ . a+d . a+c, empty
(a + b + c + d )  . (a + b + c + d̄ )  . (a + b + c̄ + d )  . (a + b + c̄ + d̄ )  . (a + b̄ + c + d )  . (a + b̄ + c + d̄ )  . (a + b̄ + c̄ + d )  . (ā + b + c + d )  . (ā + b + c + d̄ )  . (ā + b + c̄ + d̄ )  . (ā + b̄ + c + d ), (c+d) . (b+d̄) . (b+c) . (a+d) . (a+c) . (a+b) . (ā+c̄+d̄), c+d . b+c . a+d . a+c . a+b . ā+c̄+d̄<br/> IKNF<sub>2</sub>, c+d . b+d̄ . a+d . a+c
(a + b + c + d )  . (a + b + c + d̄ )  . (a + b + c̄ + d )  . (a + b + c̄ + d̄ )  . (a + b̄ + c + d )  . (a + b̄ + c + d̄ )  . (a + b̄ + c̄ + d )  . (ā + b + c + d )  . (ā + b + c + d̄ )  . (ā + b + c̄ + d̄ )  . (ā + b̄ + c + d )  . (ā + b̄ + c̄ + d̄ ), (c+d) . (b+d̄) . (b+c) . (b̄+d) . (a+d) . (a+c) . (a+b) . (ā+c̄+d̄) . (ā+b̄+c̄), empty, empty
(a + b + c + d )  . (a + b + c + d̄ )  . (a + b + c̄ + d )  . (a + b + c̄ + d̄ )  . (a + b̄ + c + d )  . (a + b̄ + c + d̄ )  . (a + b̄ + c̄ + d )  . (ā + b + c + d )  . (ā + b + c + d̄ )  . (ā + b + c̄ + d̄ )  . (ā + b̄ + c + d ), (c+d) . (b+d̄) . (b+c) . (b̄+d) . (a+d) . (a+c) . (a+b), empty, empty
(a + b + c + d )  . (a + b + c + d̄ )  . (a + b + c̄ + d )  . (a + b + c̄ + d̄ )  . (a + b̄ + c + d )  . (a + b̄ + c + d̄ )  . (a + b̄ + c̄ + d )  . (ā + b + c + d )  . (ā + b + c + d̄ )  . (ā + b + c̄ + d̄ )  . (ā + b̄ + c + d ), (c+d) . (b+d̄) . (b+c) . (b̄+d) . (a+d) . (a+c) . (a+b) . (ā+c̄+d̄), empty, empty
(a + b + c + d )  . (a + b + c + d̄ )  . (a + b + c̄ + d )  . (a + b + c̄ + d̄ )  . (a + b̄ + c + d )  . (a + b̄ + c + d̄ )  . (a + b̄ + c̄ + d )  . (ā + b + c + d )  . (ā + b + c + d̄ )  . (ā + b + c̄ + d̄ )  . (ā + b̄ + c + d )  . (ā + b̄ + c̄ + d )  . (ā + b̄ + c̄ + d̄ ), (c) . (b+d̄) . (b̄+d) . (a+d) . (a+b) . (ā+d̄) . (ā+b̄), empty, empty
(a + b + c + d )  . (a + b + c + d̄ )  . (a + b + c̄ + d )  . (a + b + c̄ + d̄ )  . (a + b̄ + c + d )  . (a + b̄ + c + d̄ )  . (a + b̄ + c̄ + d )  . (ā + b + c + d )  . (ā + b + c + d̄ )  . (ā + b + c̄ + d̄ )  . (ā + b̄ + c + d )  . (ā + b̄ + c̄ + d ), (c) . (b+d̄) . (b̄+d) . (a+d) . (a+b), c . b+d̄ . b̄+d . a+b<br/> IKNF<sub>2</sub>, c . b+d̄ . b̄+d . a+d
(a + b + c + d )  . (a + b + c + d̄ )  . (a + b + c̄ + d )  . (a + b + c̄ + d̄ )  . (a + b̄ + c + d )  . (a + b̄ + c + d̄ )  . (a + b̄ + c̄ + d )  . (ā + b + c + d )  . (ā + b + c + d̄ )  . (ā + b + c̄ + d̄ )  . (ā + b̄ + c + d )  . (ā + b̄ + c̄ + d ), (c) . (b+d̄) . (b̄+d) . (a+d) . (a+b) . (ā+d̄) . (ā+b̄), empty, empty
(a + b + c + d )  . (a + b + c + d̄ )  . (a + b + c̄ + d )  . (a + b + c̄ + d̄ )  . (a + b̄ + c + d )  . (a + b̄ + c + d̄ )  . (a + b̄ + c̄ + d )  . (ā + b + c + d )  . (ā + b + c + d̄ )  . (ā + b + c̄ + d̄ )  . (ā + b̄ + c + d )  . (ā + b̄ + c̄ + d̄ ), (c) . (b+d̄) . (a+d) . (a+b) . (ā+d̄), c . a+d . a+b . ā+d̄<br/> IKNF<sub>2</sub>, c . b+d̄ . a+d . ā+d̄
(a + b + c + d )  . (a + b + c + d̄ )  . (a + b + c̄ + d )  . (a + b + c̄ + d̄ )  . (a + b̄ + c + d )  . (a + b̄ + c + d̄ )  . (a + b̄ + c̄ + d )  . (ā + b + c + d )  . (ā + b + c + d̄ )  . (ā + b + c̄ + d̄ )  . (ā + b̄ + c + d ), (c) . (b+d̄) . (a+d) . (a+b), c . b+d̄ . a+d, empty
(a + b + c + d )  . (a + b + c + d̄ )  . (a + b + c̄ + d )  . (a + b + c̄ + d̄ )  . (a + b̄ + c + d )  . (a + b̄ + c + d̄ )  . (a + b̄ + c̄ + d )  . (ā + b + c + d )  . (ā + b + c + d̄ )  . (ā + b + c̄ + d̄ )  . (ā + b̄ + c + d ), (c) . (b+d̄) . (a+d) . (a+b) . (ā+d̄), c . a+d . a+b . ā+d̄<br/> IKNF<sub>2</sub>, c . b+d̄ . a+d
(a + b + c + d )  . (a + b + c + d̄ )  . (a + b + c̄ + d )  . (a + b + c̄ + d̄ )  . (a + b̄ + c + d )  . (a + b̄ + c + d̄ )  . (a + b̄ + c̄ + d )  . (ā + b + c + d )  . (ā + b + c + d̄ )  . (ā + b + c̄ + d̄ )  . (ā + b̄ + c + d )  . (ā + b̄ + c̄ + d̄ ), (c) . (b+d̄) . (b̄+d) . (a+d) . (a+b) . (ā+d̄) . (ā+b̄), empty, empty
(a + b + c + d )  . (a + b + c + d̄ )  . (a + b + c̄ + d )  . (a + b + c̄ + d̄ )  . (a + b̄ + c + d )  . (a + b̄ + c + d̄ )  . (a + b̄ + c̄ + d )  . (ā + b + c + d )  . (ā + b + c + d̄ )  . (ā + b + c̄ + d̄ )  . (ā + b̄ + c + d ), (c) . (b+d̄) . (b̄+d) . (a+d) . (a+b), c . b+d̄ . a+d<br/> IKNF<sub>2</sub>, c . b+d̄ . b̄+d . a+b
(a + b + c + d )  . (a + b + c + d̄ )  . (a + b + c̄ + d )  . (a + b + c̄ + d̄ )  . (a + b̄ + c + d )  . (a + b̄ + c + d̄ )  . (a + b̄ + c̄ + d )  . (ā + b + c + d )  . (ā + b + c + d̄ )  . (ā + b + c̄ + d̄ )  . (ā + b̄ + c + d ), (c) . (b+d̄) . (b̄+d) . (a+d) . (a+b) . (ā+d̄) . (ā+b̄), empty, empty
(a + b + c + d )  . (a + b + c + d̄ )  . (a + b + c̄ + d )  . (a + b + c̄ + d̄ )  . (a + b̄ + c + d )  . (a + b̄ + c + d̄ )  . (a + b̄ + c̄ + d )  . (ā + b + c + d )  . (ā + b + c + d̄ )  . (ā + b + c̄ + d̄ )  . (ā + b̄ + c + d̄ )  . (ā + b̄ + c̄ + d )  . (ā + b̄ + c̄ + d̄ ), (c+d̄) . (b+d̄) . (b+c) . (b̄+c̄+d) . (a+d) . (a+c) . (a+b) . (ā+d̄) . (ā+b̄+c̄), empty, empty
(a + b + c + d )  . (a + b + c + d̄ )  . (a + b + c̄ + d )  . (a + b + c̄ + d̄ )  . (a + b̄ + c + d )  . (a + b̄ + c + d̄ )  . (a + b̄ + c̄ + d )  . (ā + b + c + d )  . (ā + b + c + d̄ )  . (ā + b + c̄ + d̄ )  . (ā + b̄ + c + d̄ )  . (ā + b̄ + c̄ + d ), (c+d̄) . (b+d̄) . (b+c) . (b̄+c̄+d) . (a+d) . (a+c) . (a+b), c+d̄ . b+d̄ . b+c . b̄+c̄+d . a+c . a+b<br/> IKNF<sub>2</sub>, c+d̄ . b+d̄ . b+c . b̄+c̄+d . a+d
(a + b + c + d )  . (a + b + c + d̄ )  . (a + b + c̄ + d )  . (a + b + c̄ + d̄ )  . (a + b̄ + c + d )  . (a + b̄ + c + d̄ )  . (a + b̄ + c̄ + d )  . (ā + b + c + d )  . (ā + b + c + d̄ )  . (ā + b + c̄ + d̄ )  . (ā + b̄ + c + d̄ )  . (ā + b̄ + c̄ + d ), (c+d̄) . (b+d̄) . (b+c) . (b̄+c̄+d) . (a+d) . (a+c) . (a+b) . (ā+d̄) . (ā+b̄+c̄), empty, empty
(a + b + c + d )  . (a + b + c + d̄ )  . (a + b + c̄ + d )  . (a + b + c̄ + d̄ )  . (a + b̄ + c + d )  . (a + b̄ + c + d̄ )  . (a + b̄ + c̄ + d )  . (ā + b + c + d )  . (ā + b + c + d̄ )  . (ā + b + c̄ + d̄ )  . (ā + b̄ + c + d̄ )  . (ā + b̄ + c̄ + d̄ ), (c+d̄) . (b+d̄) . (b+c) . (a+d) . (a+c) . (a+b) . (ā+d̄), empty, empty
(a + b + c + d )  . (a + b + c + d̄ )  . (a + b + c̄ + d )  . (a + b + c̄ + d̄ )  . (a + b̄ + c + d )  . (a + b̄ + c + d̄ )  . (a + b̄ + c̄ + d )  . (ā + b + c + d )  . (ā + b + c + d̄ )  . (ā + b + c̄ + d̄ )  . (ā + b̄ + c + d̄ ), (c+d̄) . (b+d̄) . (b+c) . (a+d) . (a+c) . (a+b), c+d̄ . b+d̄ . b+c . a+d, empty
(a + b + c + d )  . (a + b + c + d̄ )  . (a + b + c̄ + d )  . (a + b + c̄ + d̄ )  . (a + b̄ + c + d )  . (a + b̄ + c + d̄ )  . (a + b̄ + c̄ + d )  . (ā + b + c + d )  . (ā + b + c + d̄ )  . (ā + b + c̄ + d̄ )  . (ā + b̄ + c + d̄ ), (c+d̄) . (b+d̄) . (b+c) . (a+d) . (a+c) . (a+b) . (ā+d̄), empty, empty
(a + b + c + d )  . (a + b + c + d̄ )  . (a + b + c̄ + d )  . (a + b + c̄ + d̄ )  . (a + b̄ + c + d )  . (a + b̄ + c + d̄ )  . (a + b̄ + c̄ + d )  . (ā + b + c + d )  . (ā + b + c + d̄ )  . (ā + b + c̄ + d̄ )  . (ā + b̄ + c + d̄ )  . (ā + b̄ + c̄ + d̄ ), (c+d̄) . (b+d̄) . (b+c) . (b̄+c̄+d) . (a+d) . (a+c) . (a+b) . (ā+d̄) . (ā+b̄+c̄), empty, empty
(a + b + c + d )  . (a + b + c + d̄ )  . (a + b + c̄ + d )  . (a + b + c̄ + d̄ )  . (a + b̄ + c + d )  . (a + b̄ + c + d̄ )  . (a + b̄ + c̄ + d )  . (ā + b + c + d )  . (ā + b + c + d̄ )  . (ā + b + c̄ + d̄ )  . (ā + b̄ + c + d̄ ), (c+d̄) . (b+d̄) . (b+c) . (b̄+c̄+d) . (a+d) . (a+c) . (a+b), c+d̄ . b+d̄ . b+c . a+d<br/> IKNF<sub>2</sub>, c+d̄ . b+d̄ . b+c . b̄+c̄+d . a+c . a+b
(a + b + c + d )  . (a + b + c + d̄ )  . (a + b + c̄ + d )  . (a + b + c̄ + d̄ )  . (a + b̄ + c + d )  . (a + b̄ + c + d̄ )  . (a + b̄ + c̄ + d )  . (ā + b + c + d )  . (ā + b + c + d̄ )  . (ā + b + c̄ + d̄ )  . (ā + b̄ + c + d̄ ), (c+d̄) . (b+d̄) . (b+c) . (b̄+c̄+d) . (a+d) . (a+c) . (a+b) . (ā+d̄), empty, empty
(a + b + c + d )  . (a + b + c + d̄ )  . (a + b + c̄ + d )  . (a + b + c̄ + d̄ )  . (a + b̄ + c + d )  . (a + b̄ + c + d̄ )  . (a + b̄ + c̄ + d )  . (ā + b + c + d )  . (ā + b + c + d̄ )  . (ā + b + c̄ + d̄ )  . (ā + b̄ + c̄ + d )  . (ā + b̄ + c̄ + d̄ ), (b+d̄) . (b+c) . (b̄+c̄+d) . (a+d) . (a+c) . (a+b) . (ā+c̄+d̄) . (ā+b̄+c̄), empty, empty
(a + b + c + d )  . (a + b + c + d̄ )  . (a + b + c̄ + d )  . (a + b + c̄ + d̄ )  . (a + b̄ + c + d )  . (a + b̄ + c + d̄ )  . (a + b̄ + c̄ + d )  . (ā + b + c + d )  . (ā + b + c + d̄ )  . (ā + b + c̄ + d̄ )  . (ā + b̄ + c̄ + d ), (b+d̄) . (b+c) . (b̄+c̄+d) . (a+d) . (a+c) . (a+b), b+d̄ . b+c . b̄+c̄+d . a+c . a+b<br/> IKNF<sub>2</sub>, b+d̄ . b+c . b̄+c̄+d . a+d . a+c
